,url,keyword,terms,error,access_date
3,https://www.builtinnyc.com/job/product/senior-product-manager/185989,About You,"['Minimum of 8 years of experience in continual product management focused roles, out of B2B Tech. Real Estate / proptech experience is a plus!', 'Experience building systems from the ground up and executing within tight timelines', 'Can work across the entire business stack and make an impact at different stages of the product: building vision & strategy, ensuring all the loose ends are tied up when executing, and making sure the operational components to support your product line are in place', 'Obsess about continuous product improvement based on customer feedback and data', 'Have strong written and verbal communication skills, with a talent for detailed articulations of problems we face as a business and how to solve them', 'We prioritize a commitment to diversity in our team building process. We enthusiastically encourage individuals from a variety of lived experiences to reach out.']",,2023-08-14 18:40:33.985758
4,https://www.builtinnyc.com/job/product/product-manager/185988,About You,"['Minimum of 4+ years in consistent product management experience, within B2B technology. Real estate / proptech experience preferred!', 'Experience building systems from the ground up and executing within tight timelines', 'Can work across the entire business stack and make an impact at different stages of the product: building vision & strategy, ensuring all the loose ends are tied up when executing, and making sure the operational components to support your product line are in place', 'Obsess about continuous product improvement based on customer feedback and data', 'Have strong written and verbal communication skills, with a talent for detailed articulations of problems we face as a business and how to solve them', 'We prioritize a commitment to diversity in our team building process. We enthusiastically encourage individuals from a variety of lived experiences to reach out.']",,2023-08-14 18:40:35.756517
5,https://www.builtinnyc.com/job/product/senior-product-manager-entity-screening/229842,Qualifications:,"[""Product Vision: Set a long-term vision for the Entity Screening Platform, which will ladder up into the broader Compliance Product team's vision"", 'Strategy: Define the product/platform strategy and goals on behalf of a dedicated cross-functional team of engineers, designers, and program managers', ""Planning and Execution: Partner with all partners to define the Entity Screening Platform team's roadmap and define platform requirements and third-party integration projects that inspire creativity, scale, and performance."", ""Stakeholder management: Communicate the strategy, goals, and impact to Compliance leadership and align primary product partners to the platform's roadmap to ensure Block's ability to expand our product footprint while keeping users safe and meeting regulatory requirements.""]",,2023-08-14 18:40:37.545501
6,https://www.builtinnyc.com/job/product/product-manager-identity-experience/229840,Qualifications:,"['5+ years of product management experience or equivalent', 'Passion for our purpose of economic empowerment and innovation on behalf of our sellers and developers', 'An analytical and metrics driven work style that leverages data to make informed decisions', ""Great interpersonal and communication skills that shine when you're talking with a customer or engaging a cross-functional audience"", 'Natural curiosity, obsession with the details, desire to build the right thing']",,2023-08-14 18:40:39.551151
7,https://www.builtinnyc.com/job/product/senior-manager-product-operations/225942,The Ideal Candidate/Bonus Points,"['Knows Iterable product in depth', 'Ideally has had 1.5+ years of experience working directly with our customers', 'Is deeply passionate about analytics and data', 'Has a proven record of a structured approach to solving complex problems', 'Is excited to take an ambiguous problem and create a structured approach to tackling it \xa0', 'Is a natural connector between people and departments, has proven being incredibly collaborative and able to resolve conflicts & build consensus \xa0', 'Has project management in the skill set, experienced in managing project goals, scope, timelines, risk across teams and stakeholders', 'Is an impeccable communicator and an empathetic listener', 'Brings people together by driving clarity and excitement', 'Is excited to research, learn and find industry best practices when it comes to product operations']",,2023-08-14 18:40:41.433164
8,https://www.builtinnyc.com/job/product/sr-manager-product-manager-consumer-data/233201,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-14 18:40:44.409249
