,url,keyword,terms,error,access_date
8,https://www.builtinnyc.com/job/product/product-manager-structured-finance/105101,WHAT WE'RE LOOKING FOR,"['Previous experience in Structured Finance origination, syndication or investment, portfolio analysis', 'Excellent understanding of the Structured Finance market, industry players and trends', 'Previous product management experience in SaaS, B2B product offering', 'Client facing experience', 'Exceptional people and collaboration skills', 'Independent, responsible and goal-oriented working style']",,2023-08-15 01:56:56.983107
9,https://www.builtinnyc.com/job/product/sr-product-manager-audience-platform/229218,Requirements,Who you are:,,2023-08-15 01:56:58.936696
0,https://www.builtinnyc.com/job/product/manager-product-manager-cloud-cost-optimization/232258,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 03:31:47.938524
1,https://www.builtinnyc.com/job/product/senior-product-manager-lab-genomics-data/229052,Requirements,"['6+ years of hands-on Product Management or other related experience focused on data pipelines and platforms', 'Must have experience with Lab and/or Genomics data', 'Experience as the owner of a product or major product component, including roadmap, feature planning, as well as the design and build of product features', 'Experience working on data pipelines, such as designing ETL/ELT processes, schemas, QC checks, and data monitoring', 'Experience designing transformations, mappings, and working with reference tables', 'Comfortable with SQL', 'Experience communicating with customers, including product roadmap, feedback discussions, and presenting complex concepts in easy-to-understand terms', 'Experience investigating data issues and working with Analysts and Data Scientists as needed for complex analysis', 'Energized by working through complex problems and a focus on bringing innovation, scalability, and productization to data', 'BA/BS degree in Computer Science, Engineering, Math, or a related technical field']",,2023-08-15 03:31:49.578736
2,https://www.builtinnyc.com/job/product/senior-product-manager-advertising/232106,You Have,,,2023-08-15 03:31:51.013095
4,https://www.builtinnyc.com/job/product/senior-technical-product-manager-ar/225382,Requirements,"['5+ years of product management experience with some experience in AR.', ""Minimum of Bachelor's Degree in Computer Science or relevant professional experience."", 'Mission-driven, and excited about working in the mental health space.', 'Experience working and achieving success with diverse stakeholders.', 'Entrepreneurial mindset and experience building products from ""zero to one.""', 'Experience working with distributed software engineering, design, and research teams.', 'Exceptional communication and presentation skills.']",,2023-08-15 03:35:31.197078
5,https://www.builtinnyc.com/job/product/technical-product-manager-product-owner-cspo-gbi-platforms/168675,Requirements, ,,2023-08-15 03:35:33.242514
6,https://www.builtinnyc.com/job/product/senior-product-manager-customer-experience/226065,You Have,Bonus Qualifications,,2023-08-15 03:35:35.479234
7,https://www.builtinnyc.com/job/product/senior-product-manager/231965,Qualifications,"Base salary is just one part of our Total Rewards Package here at Rhino. In connection with this position, we also offer:",,2023-08-15 03:35:37.072042
8,https://www.builtinnyc.com/job/product/product-compliance-manager-seller/232202,Requirements,"['Knowledge in payment regulations and scheme rules, knowledge of areas of Cards, commercial lending, and peer-to-peer payments also ideal', 'Financial crimes and sanctions competency', '6+ years in the compliance industry', 'Significant experience managing product launch projects', 'Experience conducting product-level risk assessments (AML, ACH, general compliance)', 'A metrics-driven approach to create substantiated solutions', 'Ability to identify the important problems to solve', 'Operational knowledge in building a sound Compliance program']",,2023-08-15 03:35:38.333986
0,https://www.builtinnyc.com/job/product/product-manager-issuing/232160,You Have,"['4+ years of Product Management experience, especially in technical areas like platforms or payments.', 'Deep customer empathy and product sense.', 'Solid technical and analytical understanding, with a strong interest in APIs and emergent technologies.', 'Experience with card processing or card issuing is a big plus, but not a must-have.', 'Excellent communication and relationship-building skills, with a demonstrated ability to coordinate efforts across multiple teams.', 'A history of setting, prioritizing, and achieving product goals, and turning complex ideas into clear, actionable plans.', 'An imaginative and curious approach to product development, with a strong drive to succeed.']",,2023-08-15 03:39:08.958592
1,https://www.builtinnyc.com/job/product/senior-product-manager/225746,Requirements,What You'll Bring to the Role:,,2023-08-15 03:39:10.792703
2,https://www.builtinnyc.com/job/product/principal-product-manager-invest/228754,Requirements,"[' 7-10+ years in product management owning product strategy and product roadmap', ' Experience in people and team management', ' Ability to operate cross-functionally, leading and influencing, and ultimately leading to timely tactical decision-making to advance our objectives', ' A collaborative approach to problem-solving and ideation in a highly ambiguous environment', ' Superior communication skills, written and verbal. Experience presenting to C-level leadership', ' Deep curiosity for how complex (financial) systems work, and an ability to internalize and analyze this information quickly', ' Entrepreneurial mindset', ' Experience delivering quality consumer-facing software that solves business and user needs', ' Data-driven approach and excellent analytical skills', ' Passion for your customers! You do right by them, and always']",,2023-08-15 03:39:12.515495
3,https://www.builtinnyc.com/job/product/product-manager-platform/217247,Requirements,"['3+ years of experience in defining and delivering successful platform products in Enterprise Software or SaaS', 'Degree in Computer Science or Engineering', 'Conceptual understanding & knowledge of microservices, distributed systems, Kubernetes, and AWS', 'Ability to think creatively and critically in a dynamic work environment', 'Experience with phased product development methodologies and tools', 'Technical knowledge of cloud technologies, services, tooling & infrastructure is preferred', 'Ability to manage complex initiatives with limited supervision', 'Driven, focused, and quick to take ownership of work']",,2023-08-15 03:39:14.900068
4,https://www.builtinnyc.com/job/product/senior-technical-product-manager-video-player-technology/229078,Qualifications,"['3+ years of OTT video streaming industry experience combined with in-depth knowledge of video players, video playback, video streaming technologies, standards, and video streaming performance monitoring tools,', 'Minimum 5 years of experience in technical product management domain within OTT industry in an engineering first, Agile/SCRUM environment with globally distributed teams,', 'Data driven mindset with passion for technology,', 'Experience in management and delivery of large scale, complex products in fast paced environment in cross functional, matrix organization,', 'Excellent organizational skills,', '""Can do"", creative and open-minded attitude to solving complex technical problems through iterations and innovation in fast paced environment,', 'Self-starter able to motivate teams and to create the vision for the product,', 'Effective communication, presentation, and documentation skills, able to persuade, simplify and synthetize complex ideas into logical and structural product development framework,', 'Strong people management skills - a great manager, able to empower and grow team members.']",,2023-08-15 03:39:17.057105
5,https://www.builtinnyc.com/job/product/ad-experience-product-manager-ny/232150,Requirements,Qualifications,,2023-08-15 03:39:19.391039
6,https://www.builtinnyc.com/job/product/senior-product-manager/217752,Requirements,"['A proven history of success in product management roles at a product-led tech or SaaS software companies', 'Experience owning and driving the building and shipping of complex, SaaS products successfully', 'Experience collaborating with designers, developers, marketers, and customers in an agile environment', 'Ability to define and prioritize initiatives while working cross-functionally and managing relationships', 'An entrepreneurial mindset - you must be comfortable rolling up your sleeves, thriving in ambiguity, and getting the work done', 'A genuine excitement for solving users problems and a strong sense of empathy for the users and their customers', 'Be detail-oriented and able to dive deep into complex technical concepts, but also abstract them to non-technical audiences.', 'Excellent communication skills and ability to work across multiple projects, align on goals, and deliverables']",,2023-08-15 03:39:21.174735
7,https://www.builtinnyc.com/job/product/product-manager-data-and-monitoring/202626,Requirements,Your experience should include:,,2023-08-15 03:39:23.166231
8,https://www.builtinnyc.com/job/product/manager-product-management-inbound-payments/224433,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 03:39:25.436204
9,https://www.builtinnyc.com/job/product/manager-feature-access-product-management/232162,We want you if you are,"['Passionate about building impactful products.', 'You enjoy putting yourself in the shoes of customers. Even better if you have experience doing this with internal customers. ', 'You have expertise in, or are excited about, launching new products and capability delivery.', 'You are a learner who is able to quickly get up to speed in a highly technical environment.', 'You are experienced working in an Agile environment.', 'You are a do-er who can also zoom out and think strategically.', 'You have excellent oral and written communication skills.', 'You are highly collaborative and have the ability to influence and lead.']",,2023-08-15 03:39:27.451131
0,https://www.builtinnyc.com/job/product/product-compliance-manager-seller/232059,Requirements,"['Knowledge in payment regulations and scheme rules, knowledge of areas of Cards, commercial lending, and peer-to-peer payments also ideal', 'Financial crimes and sanctions competency', '6+ years in the compliance industry', 'Significant experience managing product launch projects', 'Experience conducting product-level risk assessments (AML, ACH, general compliance)', 'A metrics-driven approach to create substantiated solutions', 'Ability to identify the important problems to solve', 'Operational knowledge in building a sound Compliance program']",,2023-08-15 03:39:55.402632
1,https://www.builtinnyc.com/job/product/staff-product-manager/189813,WHAT WE'RE LOOKING FOR,"['Experience as a product manager with a proven track record of shipping impactful product.', 'Demonstrable experience in leading a team.', ""You can communicate product decisions, strategies, and the rationale behind them. You can help others make decisions by being persuasive. You're comfortable making decisions with multiple different paths forward."", ""You have deep experience working with both qualitative customer insights and quantitative customer data to inform decisions. You've conducted user research, a/b tests, and have worked closely with design researchers and analysts."", 'You have an understanding of the technical architecture of complex web applications.']",,2023-08-15 03:39:57.187295
2,https://www.builtinnyc.com/job/product/lead-product-manager-growth/225776,About You,"['You are stepping into a leadership role. We’re looking for someone who has scaled consumer products to millions of customers and is highly self directed.\xa0', 'Strong consumer product and user experience instincts - you have a knack for understand what people want and makes an experience meet and exceed their expectations.', 'Radical thinking paired with strong execution - can envision a world different than the status quo with the ability to articulate a clear path to get there.', 'While you can dream big, you also know when and how to ruthlessly prioritize and ship quickly in order to learn and iterate.', 'Creative problem solver - able to identify real obstacles and viable solutions.', 'Not hesitant to get hands dirty and do whatever is necessary to ensure success.', 'Outcome oriented - not reactionary. You can articulate the desired outcome and work collaboratively to create a path to achieve it.', 'Highly technical, garnering respect from engineers.']",,2023-08-15 03:39:59.268584
3,https://www.builtinnyc.com/job/product/senior-product-manager-affiliate-partnerships/225819,You Have,"['Commitment to financial wellness for everyday Americans', 'Highly empathic, leads with compassion, and is able to influence without authority', 'Minimum of 6+ years of total experience across digital products and B2C marketplaces', 'In-depth knowledge of affiliate marketing platforms, technologies, and industry best practices', 'Experience working collaboratively with engineering, product design and user research teams, or experience directly in a Product Management role required', 'Analytical and problem-solving skills, with the ability to use data to inform product decisions\xa0', 'Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams\xa0']",,2023-08-15 03:40:01.313191
4,https://www.builtinnyc.com/job/product/technology-product-manager/228834,Requirements,"[' 2+ years of Product Management experience, preferably in data products or ad tech.', ' Strong analytical skills and experience with data driven product design and decision making.', ' Strong database querying skills and data visualization (i.e. PostgreSQL, Tableau, Periscope).', ' Excellent communications skills, ability to document requirements and work collaboratively.', ' Experience with TV data audience and similar data sets or set-top box data a big plus.', ' BS degree in Technology or Computer Science required.']",,2023-08-15 03:40:03.356710
5,https://www.builtinnyc.com/job/product/principal-product-manager-member-experience/213985,What you'll need,"["" Bachelor's degree or higher with a technical discipline"", ' 7-10 years of product management experience', ' Experience mentoring / leading a product team or cross-functional team', ' Full stack ""operator"": ability to both create and execute the business and product strategy; with clear objectives, but limited, ambiguous, or varied direction', ' Ability to operate cross-functionally, leading and influencing colleagues, and ultimately leading to timely tactical decision making to advance our objectives', ' Strong understanding of how data and modeling can drive results', ' Flexible and collaborative approach to problem solving and ideation in a highly ambiguous environment', ' Superior communication skills, written and verbal. Experience presenting to C-level leadership!', ' Deep curiosity for the depth of financial and behavioral data we need to provide our members with valuable insights and actions, and an ability to internalize and analyze this information quickly', ' A blend of demonstrated business, product management, financial management and execution skills', ' Experience in a cold start business or startup environment; entrepreneurial mindset', ' Experience delivering quality software that solves business and user needs', ' Data-driven approach and excellent analytical skills', ' Passion for your customers! You do right by them, always']",,2023-08-15 03:40:04.974921
6,https://www.builtinnyc.com/job/product/senior-product-manager-crm/121028,Requirements,"['5+ years of product management experience', 'Experience in researching and understanding customer and market requirements to develop short and long term product roadmaps and plans', 'Experience writing detailed user stories and managing a story backlog', 'Track record of effectively collaborating with engineering/QA to define, design and deliver product', 'Ability to understand and communicate architectural requirements, preferences, and limitations', 'Excellent oral and written communication skills', 'A strong sense of professional ethics', 'Experience with commercial aspects of the Life Sciences industry, including Field Sales or Field Medical OR Experience developing configurable enterprise SaaS solutions in an agile environment']",,2023-08-15 03:40:07.570764
7,https://www.builtinnyc.com/job/product/principal-product-manager-invest/228755,Requirements,"[' 7-10+ years in product management owning product strategy and product roadmap', ' Experience in people and team management', ' Ability to operate cross-functionally, leading and influencing, and ultimately leading to timely tactical decision-making to advance our objectives', ' A collaborative approach to problem-solving and ideation in a highly ambiguous environment', ' Superior communication skills, written and verbal. Experience presenting to C-level leadership', ' Deep curiosity for how complex (financial) systems work, and an ability to internalize and analyze this information quickly', ' Entrepreneurial mindset', ' Experience delivering quality consumer-facing software that solves business and user needs', ' Data-driven approach and excellent analytical skills', ' Passion for your customers! You do right by them, and always']",,2023-08-15 03:40:10.148612
8,https://www.builtinnyc.com/job/product/product-manager-opendata-remote/217245,Requirements,"['Data Analytical skills', 'Can query a database (e.g. SQL)', 'Product Management', 'Project Management', 'Interpersonal & communication skills', 'High-level presentation capabilities', 'Team player', 'Autonomous and proactive', 'Ability to work under pressure', 'Fluent in English']",,2023-08-15 03:40:11.789960
9,https://www.builtinnyc.com/job/product/product-manager-platform-integrations/217248,Requirements,"['3+ years of product management experience defining, delivering and growing highly successful API-enabled products in B2B Enterprise or Cloud-based software', 'Degree in Computer Science or Engineering', 'Conceptual understanding of API functionality required for building successful integrations', 'Excellent communication skills to inspire change across multiple cross-functional partners', 'Facilitate consensus and listen well but also drive hard decisions', 'Track record of working through technical, operational, policy, and business issues', 'Establish credibility and rapport with technical and non-technical team members', 'Prior experience working with SaaS products and developer ecosystems']",,2023-08-15 03:40:13.948436
0,https://www.builtinnyc.com/job/product/product-manager-vault-object-framework/217250,Requirements,"['Computer science or related bachelor’s degree', '5+ years in product management or implementation services at an enterprise application or development tool software company', 'Experience working on enterprise document management systems', 'Experience working on object frameworks, data stores, or any other relevant product areas', 'Intense curiosity, excellent analytical skills, and strong communication skills']",,2023-08-15 03:40:42.668449
2,https://www.builtinnyc.com/job/product/group-product-manager-benefits-claims-analytics-opportunities/232137,Requirements,Minimum qualifications:,,2023-08-15 03:46:44.890244
3,https://www.builtinnyc.com/job/product/manager-product-management-docs-case/225636,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 03:46:47.746559
4,https://www.builtinnyc.com/job/product/product-manager/225575,Qualifications,"['2+ years of experience working as a Product Owner or Product Manager in an agile environment for mobile products.', 'Background or previous experience in neuroscience, psychiatry, psychology, behavior change, digital health or a related field.', 'Experience working on cross-functional teams to deliver software applications.', 'Excellent verbal and written communication skills to communicate details to core team stakeholders and upper management.', 'Technical leadership, project management, analytical problem solving, business analysis, and troubleshooting skills.']",,2023-08-15 03:46:50.286621
5,https://www.builtinnyc.com/job/product/sr-product-manager/217362,Qualifications,"['5+ years experience in product management, ideally in a high-growth business', 'Comfortable with unknowns', 'Highly analytical and data driven', 'Experience driving cross-functional alignment and translation between different teams', 'Experience in communicating vision, product roadmaps, and analysis with clarity', 'Proficient in using Jira or similar product management tools', 'BSc/BA in Computer Science, Engineering or technical experience is a plus']",,2023-08-15 03:46:52.193474
6,https://www.builtinnyc.com/job/product/senior-product-manager-creator-commerce-solutions/231966,What you'll need,"['Bachelor’s degree in Business Administration, Computer Science, Engineering, Communications, or related field preferred', '10+\xa0 years’ experience in product management, project management, management consulting, retail or eCommerce business analyst functions', 'Deep understanding of product management as a practice and experience with running product scrums with engineers and data scientists', 'Strong analytical capabilities to assess impact of various initiatives using marketing analytics and experimentation capabilities', 'Domain expertise with direct experience in Affiliate Marketing and knowledge of associated marketing automation techniques, e-commerce technologies and attribution measurement methods', 'Confident and comfortable with writing detailed implementation requirements and guiding remote and offshore engineers to project completion', 'Being a great communicator who is skilled at diplomacy and aligning stakeholders with competing priorities, including senior leaders']",,2023-08-15 03:46:54.571714
7,https://www.builtinnyc.com/job/product/senior-product-manager-cost-optimization/217032,You Have,"[' New hire stock equity (RSUs) and employee stock purchase plan (ESPP)', ' Continuous professional development, product training, and career pathing', ' Intra-departmental mentor and buddy program for in-house networking', ' An inclusive company culture, ability to join our Community Guilds', ' Access to Inclusion Talks, our Internal panel discussions', ' Free, global Spring Health benefits for employees and dependents age 6+', ' Competitive global benefits']",,2023-08-15 03:46:57.376453
8,https://www.builtinnyc.com/job/product/product-manager-clinical-database-cdb/217253,Requirements,"['2+ years of software product management experience', 'Able to quickly grasp complex business processes and data flows and anticipate the broad impact of changes in a live system', 'Able to come up with simple, elegant solutions to hard business problems', 'Expert verbal and written communication skills – able to clearly and simply express complex ideas to business leaders, IT professionals, and engineering', 'Track record of success – the ideal candidate has created and delivered software to the world before. There is no minimum years of experience requirement, but this is not an entry-level position', 'Intense curiosity and excellent analytical skills', 'You must be legally authorized to work in the United States', 'Bachelor’s degree or higher']",,2023-08-15 03:46:59.639638
9,https://www.builtinnyc.com/job/product/senior-product-manager-vault-qms/217373,Requirements,"['5+ years of Product Management experience in enterprise business application software', 'Ability to think creatively and critically in a dynamic work environment', 'Demonstrated skills in design, solving complex problems, phased product development, and planning', 'Ability to manage complex initiatives with limited supervision', 'Driven, focused, and quick to take ownership of work', 'Strong written and verbal communication skills', 'Based in the Western or Mountain time zone']",,2023-08-15 03:47:01.560504
10,https://www.builtinnyc.com/job/product/senior-product-manager-domains-email/225469,About You,"['4+ years of product management experience, managing software products from creation through launch and iteration', 'A nuanced understanding of the methods of modern product discovery, product delivery, and user segmentation', 'Excellent communication and interpersonal skills with the ability to align different teams around achieving business goals and outstanding user experiences']",,2023-08-15 03:47:03.951862
11,https://www.builtinnyc.com/job/product/sr-manager-product-management-card-core-platform/231997,Qualifications,"[""Bachelor's Degree or military experience"", 'At least 5 years of experience in digital product management']",,2023-08-15 03:47:06.306370
12,https://www.builtinnyc.com/job/product/product-manager-internal-hosting/225072,key responsibilities,"['The Internal Hosting Product Manager is an expert of the products, business or technology domain and the industry for data center networking', 'Define the vision and roadmap for the Internal Hosting based on customer requirements, industry trends, regulations, and the strategic direction for the business or technology domain. Define and drive product selection, RFx, etc.', 'Ensure alignment across Internal Hosting roadmaps to achieve portfolio objectives', 'Define and prioritize features/epics in the program backlog', 'Articulate roadmaps and features to both stakeholders and A&E teams', 'Represent product(s) within network services and to external consumers and stakeholders, e.g., GIS, Finance, Audit/Risk, Lines of Business', 'Oversee the budget(s) for their product(s). Support and collaborate with the Senior Technology Executives, Finance and Economic teams on financials throughout delivery', 'Continuously oversee product inventory, performance, risk and usage metrics, CAPM, error rates, etc. to monitor product health and make product lifecycle recommendations and decisions', 'Accountable for all aspects of the lifecycle, risk and vulnerability of the Internal Hosting product']",,2023-08-15 03:47:08.652880
13,https://www.builtinnyc.com/job/product/cyber-technical-product-manager-data-protection/216071,Requirements,"["" You believe that a core component of security's role is to enable the business, not just to secure it, and the solutions you bring to life are aligned to the needs of our developer community, customers, and business partners."", ' You thrive in working in a fast paced, technologically forward leaning environment and are not afraid to push the boundaries of security capabilities.', ' You seek to create enduring value by delivering reusable, extensible and resilient cybersecurity capabilities to address the evolving threat landscape', ' You actively solve for cyber technical challenges in collaboration with engineering.', ' You are naturally curious and stay on top of emerging trends and threats.', ' You have a comprehensive understanding of iterative software delivery to connect effectively and in a meaningful way with software and platform engineers', ' You seek to understand the business and technology landscape and cross-functional dependencies to inform product vision and integration with larger organizational goals', ' You are a clear thinker, thrive in working across teams, and an expert in dealing with ambiguity.']",,2023-08-15 03:47:11.087355
14,https://www.builtinnyc.com/job/product/staff-product-manager-enterprise-data/225522,You Have,"['8+ years of experience in product management with at least 2 years in a leadership role.', 'Strong business acumen with the ability to develop a strategic vision for the product. You ideally have experience setting and delivering on a long-term Data product vision', 'Proven ability to solve problems in an ambiguous environment with constant change', 'Experience working with enterprise clients and incorporating their business and technical needs into the broader product strategy', 'Excellent written and verbal communication skills.']",,2023-08-15 03:47:13.225440
15,https://www.builtinnyc.com/job/product/product-manager-voice-platform/207645,WHAT WE'RE LOOKING FOR,"In our next phase of growth we are looking for a product manager to join our fast growing product team! You’ll primarily be working on our highest impact product - Wonders Voice Platform. You will have the opportunity to work cross functionally with product, engineering, and other business teams. ",,2023-08-15 03:47:14.992425
16,https://www.builtinnyc.com/job/product/lead-product-manager-enterprise-data/225514,You Have,"['6+ years of experience in product management with at least 2 years in a leadership role.', 'Strong business acumen with the ability to develop a strategic vision for the product. You ideally have experience setting and delivering on a long-term Data product vision', 'Proven ability to solve problems in an ambiguous environment with constant change', 'Experience working with enterprise clients and incorporating their business and technical needs into the broader product strategy', 'Excellent written and verbal communication skills.']",,2023-08-15 03:47:16.972171
17,https://www.builtinnyc.com/job/product/senior-product-manager-universal-service-monitoring/225579,You Have,"['New hire stock equity (RSUs) and employee stock purchase plan (ESPP)', 'Continuous professional development, product training, and career pathing', 'Intra-departmental mentor and buddy program for in-house networking', 'An inclusive company culture, ability to join our Community Guilds', 'Access to Inclusion Talks, our Internal panel discussions', 'Free, global Spring Health benefits for employees and dependents age 6+', 'Competitive global benefits']",,2023-08-15 03:47:19.088407
18,https://www.builtinnyc.com/job/product/cyber-technical-product-manager-data-protection/216070,Requirements,"["" You believe that a core component of security's role is to enable the business, not just to secure it, and the solutions you bring to life are aligned to the needs of our developer community, customers, and business partners."", ' You thrive in working in a fast paced, technologically forward leaning environment and are not afraid to push the boundaries of security capabilities.', ' You seek to create enduring value by delivering reusable, extensible and resilient cybersecurity capabilities to address the evolving threat landscape', ' You actively solve for cyber technical challenges in collaboration with engineering.', ' You are naturally curious and stay on top of emerging trends and threats.', ' You have a comprehensive understanding of iterative software delivery to connect effectively and in a meaningful way with software and platform engineers', ' You seek to understand the business and technology landscape and cross-functional dependencies to inform product vision and integration with larger organizational goals', ' You are a clear thinker, thrive in working across teams, and an expert in dealing with ambiguity.']",,2023-08-15 03:47:21.260716
19,https://www.builtinnyc.com/job/product/manager-product-management-card-core-platform/228729,Qualifications,"["" Bachelor's Degree or military experience"", ' At least 3 years of product management experience or at least 3 years of experience in product design, agile delivery, business analysis, data science, or software engineering']",,2023-08-15 03:47:23.794347
0,https://www.builtinnyc.com/job/product/product-manager-identity/228256,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products, ideally in the identity space, including demonstrated knowledge of best practices and industry - standards for SSO, MFA, OIDC, etc.', 'Excellent prioritization and stakeholder management skills', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience"", ""Passion for helping teams protect the assets in Square's ecosystem"", 'Proven ability to provide direction and rally a team on the highest priority problem to solve', 'Track record of advocating for collaborative solutions with a diverse group of partners', 'Writing skills that showcase brevity and clarity']",,2023-08-15 10:53:28.600608
1,https://www.builtinnyc.com/job/product/growth-product-manager/222154,Qualifications,"['MS/BS degree in Computer Science, Engineering or equivalent technical field']",,2023-08-15 10:53:29.984201
2,https://www.builtinnyc.com/job/product/group-product-manager-payments/228509,Requirements,"As a Group Product Manager, how results are achieved is paramount for your success and ultimately result in our success as an organization. In this role, your foundational knowledge, skills, abilities and personal attributes are anchored in the following competencies:",,2023-08-15 10:53:30.942778
4,https://www.builtinnyc.com/job/product/senior-product-manager/218311,Requirements,What You Have,,2023-08-15 10:59:17.976125
5,https://www.builtinnyc.com/job/product/manager-product-management-card-offers/231710,You Have,"["" Bachelor's Degree or military experience"", ' At least 3 years of product management experience or at least 3 years of experience in product design, agile delivery, business analysis, data science, or software engineering']",,2023-08-15 10:59:19.989482
6,https://www.builtinnyc.com/job/product/product-manager-identity/228255,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products, ideally in the identity space, including demonstrated knowledge of best practices and industry - standards for SSO, MFA, OIDC, etc.', 'Excellent prioritization and stakeholder management skills', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience"", ""Passion for helping teams protect the assets in Square's ecosystem"", 'Proven ability to provide direction and rally a team on the highest priority problem to solve', 'Track record of advocating for collaborative solutions with a diverse group of partners', 'Writing skills that showcase brevity and clarity']",,2023-08-15 10:59:21.927379
7,https://www.builtinnyc.com/job/product/sr-product-manager/201797,Requirements,"['5+ years of experience, preferably within a product or agency environment, implementing and launching user-centric software application solutions.', 'End-to-end software development lifecycle experience across multiple digital platforms (mobile applications a plus).', 'A firm grip on agile project management methodologies, and flexible implementation methods to hit milestones and deadlines.', 'Ability to build strong, collaborative relationships with colleagues and clients, motivating and mentoring your teams along the way.', ""Strong PM organizational skills. You'll be generating and maintaining product roadmaps and backlogs that rely on detailed acceptance criteria to support the development lifecycle."", ""You're an inspirational team player. Your skills are important, but we are a company of kind, passionate, talented people who want to help each other succeed.""]",,2023-08-15 10:59:24.859957
9,https://www.builtinnyc.com/job/product/product-manager-identity/228088,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products, ideally in the identity space, including demonstrated knowledge of best practices and industry - standards for SSO, MFA, OIDC, etc.', 'Excellent prioritization and stakeholder management skills', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience"", ""Passion for helping teams protect the assets in Square's ecosystem"", 'Proven ability to provide direction and rally a team on the highest priority problem to solve', 'Track record of advocating for collaborative solutions with a diverse group of partners', 'Writing skills that showcase brevity and clarity']",,2023-08-15 11:01:26.945516
